,source_name,source_id,publish_date,title,text
15,CBC News,cbc-news,2024-02-09T15:31:30Z,"New NASA climate satellite will keep eye on plankton, clouds. Here's why","NASA's newest climate satellite rocketed into orbit Thursday to survey the world's oceans and atmosphere in never-before-seen detail.
SpaceX launched the Pace satellite on its $948-million US missio… [+1854 chars]"
16,CBC News,cbc-news,2024-01-21T09:00:00Z,"Heat pumps are hot items. But for people living in condos, getting one presents some challenges","Heat pumps are all the rage these days, especially for single-detached homes. But condominiums larger residential complexes with individually owned living units have been slower to enter the picture.… [+5316 chars]"
17,CBC News,cbc-news,2024-02-14T04:04:22Z,Vancouver golfers enjoy warm February. But climate change concerns remain,"While recent warm, dry weather has been bad for Vancouver-area skiers, a hotter February has been a boon for golfers.
The city's three golf courses are at full capacity for this time of year, accord… [+4844 chars]"
18,CBC News,cbc-news,2024-02-12T17:04:38Z,King Charles' planned visit to Canada delayed after cancer diagnosis,"Plans for King Charles III's first visit to Canada as head of state are on hold following his cancer diagnosis, CBC News has learned.
Although the visit was never confirmed officially by Buckingham … [+3051 chars]"
19,CBC News,cbc-news,2024-01-28T20:46:00Z,Affordability remains centre stage as federal parties gear up for spring sitting in Parliament,"Federal political parties are preparing for another sitting of the House of Commons, where affordability issues appear set to remain front and centre.
Conservative Leader Pierre Poilievre, speaking … [+3703 chars]"
20,CBC News,cbc-news,2024-02-09T14:49:00Z,Candidates backed by imprisoned former PM Imran Khan leading Pakistan election,"Independent candidates backed by imprisoned former prime minister Imran Khan were leading Pakistan's national election results Friday, a surprise given claims by Khan's supporters and a national righ… [+3785 chars]"
21,CBC News,cbc-news,2024-02-13T09:00:00Z,"He died trying to save a woman in a home in Peawanuck, Ont., where firefighting resources are limited","Michael Ranger says his stepson is dead because he tried to save someone's life in a community that critics say lacks resources to fight fires.
Jared Guerard, 26, was one of two people who died in a… [+2871 chars]"
22,CBC News,cbc-news,2024-01-29T20:41:30Z,Top Liberal ministers duck questions about replacing Trudeau as Parliament returns,"With polls suggesting the Liberal Party's support is still in freefall, some of Prime Minister Justin Trudeau's top ministers were asked Monday whether they're angling to replace him as Liberal leade… [+6688 chars]"
23,CBC News,cbc-news,2024-01-16T00:51:17Z,"Acts of service, prayers and politics highlight MLK Day celebrations","Communities across the United States celebrated Martin Luther King Jr. Day on Monday with acts of service, prayer services and parades.
But with the November presidential election as a backdrop, som… [+2897 chars]"
24,CBC News,cbc-news,2024-02-05T20:00:00Z,Scientists are calling for a new Category 6 for hurricanes — because they already exist,"As climate change supercharges some hurricanes, climate scientists are exploring how to better communicate their force to the public including adding an extra category to reflect their power.
The cu… [+5554 chars]"
25,CBC News,cbc-news,2024-02-13T22:00:13Z,Climate change causing negative health impacts in region: Vancouver Coastal Health report,"A new report from Vancouver Coastal Health says what everyone already knows: climate change is bad for the health of the 1.25 million people living in the region.
""People in VCH can expect to experi… [+2239 chars]"
26,CBC News,cbc-news,2024-02-05T09:00:00Z,How Canada is lagging when it comes to clamping down on 'greenwashing',"""Eco-friendly."" ""Carbon neutral."" ""Net-zero.""
These kinds of claims are a near-constant in advertising campaigns and promotions.
But it can be difficult to know if they are true.
The federal gover… [+5729 chars]"
27,CBC News,cbc-news,2024-01-31T16:42:07Z,"Hungry, hungry otters may help marshes with climate change","Watching sea otters sleep and cuddle as they float may be cute. 
Watching them eat jaws cracking and tearing open shellfish, slurping the insides is a different story. 
A new study published in the… [+3822 chars]"
28,CBC News,cbc-news,2024-01-24T09:00:50Z,Liberal MP says he thinks Trudeau should face a leadership review,"Liberal MP Ken McDonald says he thinks it's time for his party to consider a leadership review of Prime Minister Justin Trudeau.
The Newfoundland MP stopped short of saying Trudeau should step down.… [+5092 chars]"
29,CBC News,cbc-news,2024-01-25T10:00:00Z,P.E.I. storms and erosion reveal treasures — but also wash some of them away,"Scientists are still assessing the impact of post-tropical storm Fiona on fossils and other cultural artifacts buried in the Island's shoreline. 
The massive storm in September 2022 washed away a re… [+4590 chars]"
30,CBC News,cbc-news,2024-01-23T09:00:00Z,"Were Afzaal killings a terrorist attack? Judge in London, Ont., to hear legal arguments today","Warning: This story contains distressing details:
A judge will hear lawyers' arguments today on whether the actions of a London, Ont., man convicted of running over and killing four members of a Mus… [+3833 chars]"
31,CBC News,cbc-news,2024-02-09T09:00:00Z,"As First Nations chiefs in northern Ontario call for health-care action, youth demand more involvement","Young people don't just want to watch as First Nations leaders across Nishnawbe Aski Nation (NAN) call for action to address decades-long issues they want a seat at the decision-making table.
The th… [+5220 chars]"
32,CBC News,cbc-news,2024-01-16T09:00:00Z,Why scientists say Canada's logging industry produces far more emissions than tallied,"Canada's forestry sector is responsible for far more greenhouse gas emissions than show up in official tallies, potentially leading to policies that aren't in line with the country's climate goals, a… [+5913 chars]"
33,CBC News,cbc-news,2024-01-15T09:00:00Z,Millions of Canadians get their carbon tax rebates today. So why do many not believe it?,"About $2.3 billion in federal carbon-tax rebates will be paid out to roughly 12 million Canadians today, even though many of them may not realize it.
The quarterly payments go out to every tax-filin… [+7125 chars]"
34,CBC News,cbc-news,2024-02-12T23:24:54Z,NDP in Alberta and Saskatchewan join forces to push back on federal private member's bill targeting oil ads,"Energy critics within the NDP's provincial affiliates in Alberta and Saskatchewan are pushing back against MP Charlie Angus's private member's bill
 targeting fossil fuel advertising.
The dispute b… [+4833 chars]"
35,CBC News,cbc-news,2024-01-18T09:00:00Z,"Sioux Lookout, Ont., isn't north enough for federal tax relief program but a movement aims to change that","For decades, residents of Canada's northern communities have qualified for a federal tax deduction program aimed at addressing their higher cost of living  but it doesn't apply to Sioux Lookout, Ont.… [+5754 chars]"
36,CBC News,cbc-news,2024-01-17T00:44:28Z,"3 people, 1 dog fall through thin ice on Vancouver Island lakes","Lily Kennedy was walking her four dogs at Beaver Lake in Saanich, near Victoria, early Sunday morning when she heard a woman screaming. 
When Kennedy looked over at the lake, she saw a large dog had… [+2500 chars]"
37,CBC News,cbc-news,2024-02-09T15:33:38Z,Canadian writer Mark Steyn ordered to pay climate scientist $1M US after defamation trial,"A jury on Thursday awarded $1 million US to climate scientist Michael Mann, who sued a pair of conservative writers 12 years ago after they compared his depictions of global warming to a convicted ch… [+4686 chars]"
38,CBC News,cbc-news,2024-01-25T09:00:00Z,"If a $30K incentive isn't enough to attract police officers to this northern Ontario city, what is?","The Timmins Police Service (TPS) is struggling to recruit or retain officers despite generous incentive programs as many police departments in Canada are also dealing with staffing issues. 
Some for… [+6110 chars]"
39,CBC News,cbc-news,2024-02-14T09:00:00Z,"Lululemon marketing complaint could be a test of Canada's greenwashing laws, expert says",A Vancouver non-profit is calling on Canada's competition regulator to launch a greenwashing investigation into Lululemon  saying the athleisure brand is misleading consumers about its environmental … [+5784 chars]
40,CBC News,cbc-news,2024-01-27T09:00:00Z,"AI is increasingly being used to deal with climate change, but it has its own emissions problem","On a farm in St. Peters Bay, P.E.I., a black four-wheeled rover with two extended arms trundles through a row of thigh-high green leaves, its giant tires kicking up the red dirt of a potato field. It… [+5958 chars]"
41,CBC News,cbc-news,2024-01-20T09:00:00Z,The loud fights and quiet conversations driving the quest for a clean power grid in Canada,"Jonathan Wilkinson, the federal minister of natural resources and energy, has said that developing the clean electricity grid of the future  the cleaner and bigger grid we need to support a a net-zer… [+8627 chars]"
42,CBC News,cbc-news,2024-01-25T09:00:00Z,"Interest rate cuts are coming, but the Bank of Canada won't say when","Weary Canadian households, clobbered by nearly two years of rising prices and skyrocketing interest rates, will have to wait a little longer for relief on their borrowing costs.
The Bank of Canada l… [+5632 chars]"
43,CBC News,cbc-news,2024-02-02T11:00:00Z,"Prince Albert Grand Council sounds alarm on wildfire season, urges early mitigation measures","The Prince Albert Grand Council (PAGC) is sounding the alarm on the upcoming wildfire season, urging Saskatchewan to take preventative measures, as the province continues to experience extremely dry … [+4329 chars]"
44,CBC News,cbc-news,2024-01-30T09:00:00Z,"As Europe's armies brace for war, allies call on Canada and others to catch up","In Estonia, they're talking about building more public bomb shelters and making them mandatory in all newly constructed homes.
In neighbouring Latvia, the government is going through the second draf… [+5276 chars]"
45,CBC News,cbc-news,2024-01-27T12:00:00Z,Parts of B.C. under flood watch as atmospheric rivers wash over South Coast,"Environment Canada has improved its warning systems since the last flooding disaster in B.C., and Premier David Eby says it will be on top of the latest series of atmospheric rivers rolling over the … [+2238 chars]"
46,CBC News,cbc-news,2024-02-06T21:31:56Z,"NDP calls for ban on 'misleading, deceptive' fossil fuel ads",Federal New Democrats say it's time for Canada to do to the fossil fuel industry what it did to tobacco companies by banning misleading ads that market the industry as offering a solution to climate … [+3279 chars]
47,CBC News,cbc-news,2024-02-09T01:00:36Z,Canadian astronaut unveils Indigenous-designed patch he will wear on upcoming moon mission,"Children gathered at First Nations University of Canada in Regina Thursday watched in awe as astronaut Jeremy Hansen unveiled the patch, designed by an Indigenous artist, that he will wear as the fir… [+4471 chars]"
48,CBC News,cbc-news,2024-02-07T22:06:30Z,"Expedition aims to drive to both poles, having 'learned a lot' from past mishaps",The Transglobal Car Expedition is back in the N.W.T. with intentions to circle the entire globe by vehicle now roughly two years after making headlines for violating airspace rules and sinking a truc… [+4815 chars]
49,CBC News,cbc-news,2024-02-12T09:00:00Z,"'Climate of fear' at U of O as physicians, students face backlash for pro-Palestinian views","The National Council of Canadian Muslims (NCCM) and physicians at the University of Ottawa are demanding action from the school's senior administration about what they call a ""campaign of persecution… [+4839 chars]"
50,CBC News,cbc-news,2024-02-02T14:00:00Z,Conservationists building beaver dams to help restore B.C.'s drying Columbia Wetlands,"Conservationists are trying to help restore a vast area of wetland in southeastern British Columbia by doing what beavers do: building dams. 
The Columbia Wetlands, which encompass an area of about … [+4855 chars]"
51,CBC News,cbc-news,2024-01-23T09:00:00Z,"Convicted killer's apology at London, Ont., sentencing rejected by Afzaal family members","Warning: This story contains distressing details:
His voice wavering, the man convicted of killing four members of a Muslim family and leaving a fifth orphaned and injured in 2021 stood before a pac… [+6544 chars]"
52,CBC News,cbc-news,2024-02-09T17:27:50Z,Toronto breaks temperature record as unseasonable warmth hits Ontario,"Temperatures are soaring across Ontario with Toronto breaking a daily record and other cities poised to follow suit.
The temperature cracked 11 C by 10 a.m. Friday at Toronto Pearson International A… [+873 chars]"
53,CBC News,cbc-news,2024-01-26T15:14:21Z,Atmospheric river to bring heavy rains to B.C.'s South Coast,"The province is warning over hundreds of millimetres of rain is forecast to fall across B.C.'s South Coast starting on Saturday and lasting until Wednesday.
Officials with the Emergency Management a… [+2632 chars]"
54,CBC News,cbc-news,2024-01-19T16:10:17Z,Canadian-built underwater observatory transmitting data from around Antarctica,"A cache of scientific equipment that could fit in the back of an SUV has been lowered into the sea north of the Antarctic Peninsula, and is already streaming open-source data for anyone wanting to mo… [+3639 chars]"
55,CBC News,cbc-news,2024-01-29T13:00:00Z,"Without them, we'd be dead. Why Microbes play a major role in climate change","There are more microbes in the human body, than there are people on earth.
The tiny organisms help digest food, neutralize toxins and can even help control greenhouse gas emissions. While they make … [+4149 chars]"
56,CBC News,cbc-news,2024-01-21T17:36:45Z,Environment Canada issues special air quality statement for Calgary,"Environment and Climate Change Canada (ECCC) has issued a special air quality statement for Calgary, saying that ""stagnant winter weather conditions"" have created elevated pollution levels in the cit… [+1603 chars]"
57,CBC News,cbc-news,2024-02-13T16:00:00Z,"How do polar bears eat when there's no sea ice? Not well, study finds","For polar bears, summertime is definitely not when the living is easy.
They are apex predators, mighty hunters, and as Inuit and research scientists have long known, they prefer a good fatty meal of… [+5906 chars]"
58,CBC News,cbc-news,2024-01-21T18:28:06Z,Strong odour over Metro Vancouver connected to Burnaby refinery,"A strong burning smell reported across Metro Vancouver Sunday morning is connected to the Parkland refinery in north Burnaby, according to officials.
Many residents woke up to an intense odour early… [+1745 chars]"
59,CBC News,cbc-news,2024-02-12T09:00:00Z,"Threats to world's migratory animals greater than ever, says landmark UN report","During its nesting season, the marbled murrelet, known affectionately
 among bird watchers as a ""strange, mysterious little seabird,"" lays a single egg in the thick mosses that grow on the branches … [+5071 chars]"
60,CBC News,cbc-news,2024-01-19T15:04:43Z,More upheaval for global shipping as Panama Canal cuts traffic due to drought,"With shipping companies already dealing with disruptions in the Red Sea due to attacks on ships, word comes that another important trade route is being forced to curtail traffic.
A severe drought th… [+2478 chars]"
61,CBC News,cbc-news,2024-01-29T19:58:44Z,"How single-stair apartment buildings could be cooler, friendlier — and more affordable","B.C. is exploring the potential of allowing single-stair apartments under its building code, in a move experts say could help make affordable housing easier to build.
A single-stair or single-egress… [+4669 chars]"
62,CBC News,cbc-news,2024-02-02T16:24:27Z,"Extreme temperature swings tough on animals in B.C., experts say","Recent wild temperature swings in British Columbia have raised concerns about the impact on some local animals' health, and potentially their survival.
Temperatures in the Fraser Valley city of Abbo… [+2465 chars]"
63,CBC News,cbc-news,2024-01-21T21:21:17Z,Climate scientists raising concerns over Alberta's groundwater levels amid Prairie drought,"In the middle of an Alberta mountain playground, adjacent to a popular ski resort, there's a well sunk into the bedrock that has John Pomeroy worried.
The Marmot Creek well in Kananaskis Country has… [+4031 chars]"
64,CBC News,cbc-news,2024-01-29T22:46:15Z,Some Manitobans are going green when it comes to burials,"With growing concerns about climate change, some Manitobans are committing to reducing their carbon footprint even after they die. 
Eco-friendly burials, which typically skip embalming and use a cot… [+3472 chars]"
65,CBC News,cbc-news,2024-01-26T09:00:00Z,"Same car, same charge, different prices? EV drivers face inconsistent, unreliable charging network","The federal government has said expanding the electric vehicle charging network is key to meeting the country's climate goals, but an investigation by CBC's Marketplace has exposed a wide range in pr… [+9025 chars]"
66,CBC News,cbc-news,2024-02-03T02:25:48Z,Federal court overturns American transgender woman's persecution-based refugee claim,Canada's Federal Court has overturned a decision granting refugee status to an American transgender woman who successfully argued that a combination of gun culture and rising transphobia left her at … [+5137 chars]
67,CBC News,cbc-news,2024-01-23T22:44:03Z,Kebaowek First Nation calls on federal government to intervene in nuclear waste project,"In its latest efforts to stop the construction of a radioactive waste disposal site, Kebaowek First Nation is looking to Environment and Climate Change Canada to intervene.
The Algonquin community, … [+3584 chars]"
68,CBC News,cbc-news,2024-02-01T09:00:00Z,Another warm January in the books,"2024 is off to a warm start with ""milder than normal"" January temperatures that are expected to continue throughout February, Environment Canada says. 
Ottawa's average temperature last month was ab… [+2858 chars]"
69,CBC News,cbc-news,2024-01-26T22:05:35Z,Record-smashing Tonga volcano sheds new light on how underwater volcanoes blow,"It was a record-breaking blast that swept the world  several times over, as it turns out. 
A little over two years ago, the most powerful underwater volcano ever recorded erupted off the coast of th… [+6781 chars]"
70,CBC News,cbc-news,2024-01-23T17:03:51Z,Farmers in Hants County worried about future of centuries-old dikes,"Some farmers in Hants County are upset the provincial government has bought local agricultural land protected by dikes, as the infrastructure bears the brunt of climate change.
Tim Marsh, a farmer i… [+3805 chars]"
71,CBC News,cbc-news,2024-01-18T21:35:26Z,"Deep in the Amazon, researchers have uncovered a complex of ancient cities — using laser technology","""Wow"" was all archaeologist Stéphen Rostain could say when LiDAR (light detection and ranging) laser technology revealed several ancient cities hidden deep in the Amazon rainforest.
""It's a gift for… [+4520 chars]"
72,CBC News,cbc-news,2024-01-31T21:24:23Z,"Remote Manitoba First Nations urgently need all-season road in face of climate change, chiefs say",First Nations leaders from northern Manitoba have put forth a proposal for an all-season road that they say is urgently needed as climate change threatens the winter road system their communities rel… [+1928 chars]
73,CBC News,cbc-news,2024-02-10T09:00:26Z,NDP MP wants to treat oil like tobacco. Alberta NDP doesn't smoke the same stuff,"New Democrat MP Charlie Angus's message this week that the oil and gas sector needs to have its ""big tobacco moment"" and no longer be advertised positively will play well among the Canadians who larg… [+7458 chars]"
74,CBC News,cbc-news,2024-01-20T16:00:00Z,"Vancouver's attitude towards snow hasn't changed in over 100 years, says historian","Snow seems to bring out the worst in Vancouver, with stalled buses, spun out cars, and a city paralyzed by a few centimetres blanketing the ground.
It's a phenomenon historian Blake Butler calls ""th… [+3434 chars]"
75,CBC News,cbc-news,2024-01-25T19:00:00Z,"Alberta's oilsands pump out more pollutants than industry reports, scientists find","Alberta's oilsands operations produce far more potentially harmful air pollutants than are officially reported, with the daily output on par with those from gridlocked megacities like Los Angeles, ne… [+4479 chars]"
76,CBC News,cbc-news,2024-01-17T17:27:20Z,"Halifax no longer testing if frozen lakes are safe for skating, citing climate change","The Halifax Regional Municipality has stopped testing frozen lakes and ponds to determine if the ice is thick enough for skating.
The municipality announced Wednesday that its testing program, which… [+1572 chars]"
77,CBC News,cbc-news,2024-02-08T20:30:43Z,Edmonton MLA Rakhi Pancholi launches NDP leadership bid,"Edmonton-Whitemud MLA Rakhi Pancholi has entered to the race to replace Rachel Notley as leader of the Alberta NDP.
Pancholi, who was first elected to the Alberta Legislature in 2019, joins Calgary-… [+2133 chars]"
78,CBC News,cbc-news,2024-02-01T19:32:54Z,"Carbon capture tax credit could cost taxpayers $1B more than expected, PBO warns","A controversial tax credit meant to help jump-start carbon capture projects could cost $1 billion more than the federal government estimated, says the independent parliamentary budget watchdog.
In s… [+3122 chars]"
79,CBC News,cbc-news,2024-02-08T19:46:57Z,Hundreds gather to hear organ change chords decades into 639-year-long piece,"About 500 people gathered inside an 11th-century church in Halberstadt, Germany, on Monday to listen to an organ switch from one chord to another.
The instrument a makeshift device that uses sandbag… [+3967 chars]"
80,CBC News,cbc-news,2024-01-27T00:27:42Z,Canadian energy producers dismayed by Biden's move to pause U.S. LNG approvals,"Canada's energy industry is reacting with dismay to U.S. President Joe Biden's move to pause approvals of new liquefied natural gas export terminals in that country.
The Canadian Association of Petr… [+5027 chars]"
81,CBC News,cbc-news,2024-02-08T20:10:59Z,"B.C. premier calls out 'corporate vampires' after BCE announces layoffs, sale of radio stations","The premier of British Columbia went on a 2½-minute tirade Thursday morning as he called out the parent company of Bell Media, which had earlier announced thousands of layoffs and the sale of dozens … [+2713 chars]"
82,CBC News,cbc-news,2024-01-25T04:35:00Z,Vancouver council approves policy statement for Indigenous-led Jericho Lands housing proposal,"An Indigenous-led proposal to build a mixed-use development on Vancouver's Jericho Lands passed its latest hurdle after a policy statement was approved by city council on Wednesday.
The Jericho Land… [+2996 chars]"
83,CBC News,cbc-news,2024-02-08T22:43:04Z,Sparse snowpack levels across B.C. raise fears of severe drought this year,"Drought across British Columbia could worsen this year, experts and leaders are warning, as concern grows over a low snowpack in the mountains. 
Snow levels are 39 per cent below normal, according t… [+3568 chars]"
84,CBC News,cbc-news,2024-01-17T01:35:03Z,"Canfor to reduce reliance on natural gas with hydrogen power project in Prince George, B.C.","British Columbia's premier says Prince George is one step closer to being a hub of clean power with the announcement of a new hydrogen project at a local pulp mill.
But David Eby also acknowledged t… [+2943 chars]"
85,CBC News,cbc-news,2024-01-28T12:30:00Z,PC MHA says N.L. attending climate conference sends wrong message to oil and gas industry,A Progressive Conservative politician is accusing the Newfoundland and Labrador government of failing to support the oil and gas industry by spending thousands of dollars to attend an international c… [+4462 chars]
86,CBC News,cbc-news,2024-01-17T09:30:00Z,"Launch day is finally close for these students and their teensy, climate-measuring satellite","A team of students at Memorial University is counting down to blast-off. 
The group of engineers designed and built their own satellite, with a plan to monitor climate data and sea ice in Newfoundla… [+2704 chars]"
87,CBC News,cbc-news,2024-02-07T09:00:00Z,Business owners team up to sue city on Montreal's South Shore over parking lot tax,"Amanpreet Atwal says municipal taxes for his family's trucking company have doubled this year. That's an increase of roughly $20,000.
""There doesn't seem to be a justifiable reason for it,"" said Atw… [+2476 chars]"
88,CBC News,cbc-news,2024-01-16T21:38:15Z,Extreme weather squeezes electricity systems. These strategies can help keep the power on,"On Saturday evening, amid extreme cold temperatures near -40 C in most of Alberta, residents received an emergency alert asking them to reduce power use or risk rolling blackouts. 
Climate change is… [+7562 chars]"
89,CBC News,cbc-news,2024-01-20T20:41:55Z,The Rideau Canal Skateway is finally coming back,"After nearly 700 days without proper ice, the Rideau Canal is opening for skating again.
The skateway will be open at 9 a.m. on Sunday for the first time since March 2022, the National Capital Commi… [+1449 chars]"
90,CBC News,cbc-news,2024-01-19T23:25:12Z,"How scientists tracked the 1,000 km journey of a woolly mammoth using its tusk","With nothing more than a tusk, researchers were able to track the 1,000 kilometre journey of a woolly mammoth that lived 14,000 years ago. 
""The fact that we can actually regenerate her movement, he… [+3240 chars]"
91,CBC News,cbc-news,2024-01-17T20:10:08Z,Court dismisses Jordan Peterson's request to challenge order he undergo media training,Ontario's highest court has rejected an attempt by controversial psychologist Jordan Peterson to challenge a regulatory body's order that he undergo social media training or potentially lose his lice… [+2643 chars]
92,CBC News,cbc-news,2024-01-19T20:24:57Z,One small step toward solar power from space a success,"Scientists at the California Institute of Technology are celebrating after a successful test flight of the technology needed for generating power from space.
The mission, called Space Solar Power De… [+3502 chars]"
93,CBC News,cbc-news,2024-01-15T14:55:36Z,"Province did everything it could to prepare for winter surge in power demand, minister says","Alberta's affordability and utilities minister says the provincial government did everything it could to prepare for a surge in demand for power that utilities might not be able to meet.
""It was a l… [+6057 chars]"
94,CBC News,cbc-news,2024-02-02T18:26:29Z,Trudeau says Premier Smith's new transgender policies target 'vulnerable' youth,"Prime Minister Justin Trudeau slammed Alberta Premier Danielle Smith's decision to roll out what he called her ""anti LGBT policies"" days after sharing the stage with ""far-right"" U.S. media figure Tuc… [+2582 chars]"
95,CBC News,cbc-news,2024-02-05T18:03:45Z,Application window for the Greener Homes grant program to close within two weeks,"The application window for the federal government's Greener Homes grant program will close within two weeks as the federal government transitions to a new home energy retrofit program.
Energy and Na… [+2416 chars]"
96,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain gets creative to stay open despite sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
97,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain Resort gets creative to keep ski hill open amid sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
98,CBC News,cbc-news,2024-02-07T00:47:21Z,Environmental groups celebrate court ruling as a win for at-risk birds in B.C. and beyond,"The federal government should act quickly to better protect critical habitat from old-growth logging and destruction, environmental groups said Tuesday, as they hailed a court decision touching on at… [+4215 chars]"
99,CBC News,cbc-news,2024-01-16T17:46:15Z,Liberal cabinet holding retreat next week ahead of Parliament's return,"Persistent inflation and intense domestic divisions over the Israel-Hamas conflict are looming heavily over the federal Liberals as ministers prepare to meet over three days in Montreal next week.
P… [+2215 chars]"
0,The Globe And Mail,the-globe-and-mail,2024-02-04T22:55:36Z,Opinion: Stagnant investments in training and research compromise Canada’s economic growth,"Open this photo in gallery:A researcher monitors data at a facility in Owen Sound, Ont., on Sept. 28, 2023.Nick Iwanyshyn/The Globe and Mail
Marc Johnson is professor of biology and Canada Research … [+5108 chars]"
0,Financial Post,financial-post,2024-01-27T16:52:37Z,CHEVRON Says CA Climate Pollicies Risk Gas Shortages...,"Chevron Corp. warns its home state of Californias climate policies are a dangerous game that risk causing gasoline price spikes and shortages.
Author of the article:
Chevron's refinery in Richmond,… [+7882 chars]"
1,Financial Post,financial-post,2024-01-27T15:21:15Z,Chevron says California plays 'dangerous game' with climate and gasoline,"Policies risk causing price spikes and gas shortages, CEO warns
Author of the article:
A view of a Chevron refinery in Richmond, California. State drivers paid an average of US$4.94 per gallon of g… [+8280 chars]"
2,Financial Post,financial-post,2024-02-14T12:23:44Z,"Risk of stranded LNG assets is 'real,' Canada's energy minister says","The United States decision to pause approvals of new licences to export liquefied natural gas is welcome, and there are real risks that some infrastructure will end up stranded, Canadas energy minist… [+2345 chars]"
